iteration,best_fitness,avg_fitness,diversity,pheromone_avg,exploitation_rate
0,798.7051873355402,590.4614247275429,0.5732907606445713,1.8370039682540622,0.7
1,798.7051873355402,579.2506025927369,0.5531129358461607,1.7068948412697789,0.7016
2,798.7051873355402,576.9356270932043,0.6111155548666659,1.5986517813528034,0.7031999999999999
3,891.6248973296587,581.6899204908196,0.596473110550323,1.4971403071743614,0.7048
4,891.6248973296587,586.2132066547539,0.583508998314434,1.408406476520557,0.7063999999999999
5,891.6248973296587,599.1536056948843,0.6054768027879796,1.3304128674789442,0.708
6,891.6248973296587,588.759296094346,0.5962761010703272,1.2568099682434044,0.7096
7,891.6248973296587,578.5789354608621,0.6048714601775063,1.1934770187958286,0.7111999999999999
8,891.6248973296587,577.8262692493425,0.5678453288236528,1.1272837783908527,0.7128
9,891.6248973296587,586.337792153386,0.5482723280565064,1.0725770635912946,0.7143999999999999
10,891.6248973296587,594.2999723760315,0.6046938681715176,1.021423208694869,0.716
11,891.6248973296587,598.2176027389688,0.5473038577920888,0.9763075758467568,0.7176
12,891.6248973296587,604.376033492766,0.544996613738222,0.9358650338144048,0.7192
13,891.6248973296587,611.2073402329772,0.573310022322667,0.9005554731577738,0.7208
14,891.6248973296587,598.8856511927842,0.5546421167498057,0.8680187942213966,0.7223999999999999
15,891.6248973296587,617.2500611008408,0.5408673577681256,0.8361120155921618,0.724
16,891.6248973296587,604.0324746953464,0.554212680483351,0.8076920223318057,0.7255999999999999
17,891.6248973296587,611.3465388621975,0.5514653807450374,0.7827309367575584,0.7272
18,891.6248973296587,598.5857755402424,0.561409852756258,0.7603082253083756,0.7288
19,891.6248973296587,602.0440583219996,0.5714438393379153,0.7420174353511508,0.7303999999999999
20,891.6248973296587,611.522661063944,0.5160193397321132,0.7143796885843235,0.732
21,891.6248973296587,608.2428008503542,0.5434763478875074,0.7008173070968968,0.7335999999999999
22,891.6248973296587,608.8293525805834,0.5475502767285444,0.6890977315102761,0.7352
23,891.6248973296587,606.2750607850154,0.5425106876799749,0.6705825075224187,0.7368
24,891.6248973296587,605.8760290401082,0.5111970693319743,0.6565346749182509,0.7384
25,891.6248973296587,605.0391759830566,0.5295017178613949,0.6465734903190518,0.74
26,891.6248973296587,609.4929641255497,0.5167703889039686,0.6310231727687599,0.7415999999999999
27,891.6248973296587,613.2856142586555,0.5364735721999214,0.6196092776947107,0.7432
28,891.6248973296587,606.5542469008343,0.550453807258677,0.614118756625504,0.7448
29,891.6248973296587,609.2849096851323,0.5121478121375777,0.6022193720100331,0.7464
30,891.6248973296587,605.2877077693653,0.575601833634315,0.5887210906767578,0.748
31,891.6248973296587,621.4900980012739,0.5093497031006126,0.5818254492390551,0.7495999999999999
32,891.6248973296587,612.1163305879056,0.5365726816238596,0.575609859156483,0.7512
